LOCUS,GD,WD,PD,JD,JS,PS,GS,SUMMARY
2408:8 [2547],m,m,m,,,m,m,
2408:30 [2548],,,,,,,,
2408:55 [2549],,,,,,,,
2408:68 [2550],,,,,,,,
2409:38 [2551],,,,,,,,
2409:45 [2552],,,,,,,,
2409:56 [2553],,,,,,,,
2409:57 [2554],,,,,,,,
2409:63 [2555],,m,,,m,m,m,
2410:7 [2556],,,,,,,,
2410:40 [2557],Sd,,,,,,,
2410:56 [2558],,,,,,,,
2410:77 [2559],,m,m,,m,m,m,
2412:24 [2560],,,,,,,,
2414:2 [2561],,m,,,,,,
2414:15 [2562],m,,m,,,,,
2414:22 [2563],,m,m,,m,,m,
2414:28 [2564],,,,,,,Sd,
2414:35 [2565],,,,,,,,
2414:74 [2566],Sd,,,m,,m,,
2414:77 [2567],,,,,,,,
2414:78 [2568],,,,,,,,
2415:19 [2569],,m,m,m,m,,m,
2415:56 [2570],,,,,,,Sd,
2416:34 [2571],m,m,m,m,,,,
2416:41 [2572],,m,m,,,,,
2416:42 [2573],m,,,,,,m,
2416:66 [2574],,m,m,,,,,
2424:35 [2575],m,,,m,m,m,m,
2424:60 [2576],,Sd,Sd,Sd,Sd,Sd,Sd,SIGN
2424:65 [2577],,Sd,Sd,Sd,Sd,Sd,Sd,SIGN
2424:68 [2578],,m,,,Sd,m,m,
2428:5 [2579],,,m,,,,,
2428:42 [2580],Sd,,Sd,,,,,
2429:10 [2581],m,,,,,,,
2429:29 [2582],m,,,,,,,
2429:77 [2583],,,,,,,m,
2431:26 [2584],m,m,m,m,m,m,,
2431:36 [2585],m,m,m,m,m,m,,
2431:54 [2586],m,m,m,m,m,m,,
2431:55 [2587],m,m,m,m,m,m,,
2435:52 [2588],,,,,,,,
2435:62 [2589],m,m,m,,Sd,m,,
2449:20 [2590],Sd,Sd,,,,,,
2449:25 [2591],m,m,m,,m,m,,
2449:34 [2592],m,m,,,m,m,m,
2451:18 [2593],m,m,,m,m,,m,
2451:19 [2594],m,m,,,m,,m,
2451:26 [2595],,m,m,,,m,m,
2451:32 [2596],,,,,,,,
2451:74 [2597],,m,m,m,m,,m,
2455:48 [2598],,Sd,Sd,Sd,,,,
2455:62 [2599],m,,,m,m,,,
2455:76 [2600],m,,m,m,,m,,
2458:3 [2601],m,,,m,m,m,,
2458:42 [2602],,m,,Sd,,m,,
2458:46 [2603],m,,,m,,Sd,,
2458:62 [2604],,,,,,,,
2458:80 [2605],,m,,,,,Sd,
2473:65 [2606],m,m,,m,Sd,,,
2473:67 [2607],m,m,,m,m,,m,
2476:37 [2608],m,m,,m,m,m,,
2476:39 [2609],m,,,,,,,
2476:46 [2610],m,,,m,m,m,m,
2477:10 [2611],m,Sd,m,,,m,,
2477:33 [2612],,,,,,,,
2477:47 [2613],,m,m,,m,m,m,
2477:60 [2614],,m,m,m,m,m,,
2478:26 [2615],m,,,,,,,
2478:36 [2616],,,,,m,,,
2478:42 [2617],,,m,,,,,
2478:48 [2618],,Sd,,,Sd,,,
2478:49 [2619],,Sd,,,Sd,,,
2478:53 [2620],,,,,m,,m,
2478:62 [2621],,m,m,m,,m,m,
2478:69 [2622],,m,Sd,,m,m,m,
2478:71 [2623],,m,m,m,m,,m,
2485:9 [2624],,,,,m,m,m,
2485:18 [2625],m,,m,,m,m,m,
2485:27 [2626],m,m,m,,m,m,,
2485:41 [2627],m,,m,,m,m,m,
2485:60 [2628],,,,,,,,
2485:71 [2629],,m,m,,m,m,m,
2485:80 [2630],Sd,,,,,,,
2486:16 [2631],m,m,m,,,,,
2486:22 [2632],m,,Sd,m,,,m,
2486:55 [2633],m,m,m,,,,,
2486:80 [2634],m,,m,,m,m,,
2489:37 [2635],,,,,,,,
2489:53 [2636],Sd,,,Sd,,,,
2489:55 [2637],,,,Sd,,,,
2492:65 [2638],,,m,,Sd,,Sd,
2500:12 [2639],,m,m,,,m,,
2500:21 [2640],,,,,m,,,
2500:22 [2641],,,,,,,,
2500:45 [2642],m,m,m,m,,,m,
2500:48 [2643],Sd,Sd,,,,,,
2506:63 [2644],m,m,,,,m,m,
2506:67 [2645],m,,,m,,,,
2507:50 [2646],,m,,m,m,Sd,m,
2507:51 [2647],m,m,Sd,m,,,m,
2509:67 [2648],,,,,,,,
2513:70 [2649],m,Sd,,m,,m,m,
2514:8 [2650],Sd,m,m,,,,,
2514:29 [2651],Sd,m,,m,m,,m,
2514:53 [2652],Sd,,,,Sd,Sd,,
2516:7 [2653],,,,,,,,
2516:12 [2654],,,,,,,Sd,
2516:14 [2655],m,m,m,m,,m,,
2517:40 [2656],,,,,,,,
2520:5 [2657],,,,,,,,
2520:8 [2658],,m,,Sd,,m,,
2520:10 [2659],,m,,,m,,,
2520:12 [2660],,,,,,Sd,,
2520:28 [2661],,,,,,Sd,,
2520:40 [2662],,Sd,,,,,,
2520:63 [2663],m,m,m,m,m,m,m,FIXED
2520:79 [2664],,,,,,,,
2521:3 [2665],m,m,m,m,m,,,
2521:59 [2666],,,,,Sd,,,
2521:63 [2667],,m,,m,,m,m,
2528:13 [2668],,m,m,,,,m,
2528:23 [2669],,m,m,,,,m,
2528:30 [2670],,m,m,,,,m,
2528:37 [2671],,,,,,,Sd,
2528:66 [2672],,m,m,,,,m,
2532:20 [2673],,,,,,,,
2532:23 [2674],,,,,,,,
2532:42 [2675],,m,Sd,,,,m,
2532:46 [2676],,,m,m,m,m,m,
2532:47 [2677],,,,,,,,
2534:2 [2678],,,,m,m,,,
2534:3 [2679],,Sd,,,Sd,,,
2534:50 [2680],,,Sd,m,Sd,,m,
2540:6 [2681],,,,,,,,
2540:21 [2682],,,,,,,,
2540:22 [2683],,,,,,,,
2540:29 [2684],,,,,Sd,,,
2540:41 [2685],m,,,m,m,,Sd,
2544:13 [2686],,,,,,,,
2544:16 [2687],,,m,m,,m,,
2544:61 [2688],,,m,,,,,
2544:62 [2689],,m,,,m,,,
2545:28 [2690],m,m,,,,,m,
2545:48 [2691],m,,,,,,,
2545:78 [2692],m,,m,,,,m,
2547:15 [2693],,,,,,,,
2547:35 [2694],,,,,,,,
2547:58 [2695],,,,,,,,
2547:59 [2696],,,,,,,Sd,
2547:62 [2697],,,,,,,Sd,
2547:78 [2698],,,,,,,,
2551:12 [2699],,,Sd,,,,,
2551:27 [2700],,m,,m,m,m,m,
2551:30 [2701],m,,m,m,,,,
2551:35 [2702],,,,,,,m,
2551:50 [2703],,,m,,,,m,
2551:69 [2704],,Sd,,,,,,
2551:78 [2705],m,,,,,,,
2551:80 [2706],m,m,m,m,,,m,
2553:26 [2707],m,,Sd,m,Sd,m,,
2553:37 [2708],Sd,,Sd,m,,m,Sd,
2553:79 [2709],Sd,m,m,m,,m,,
2558:2 [2710],,,,,,,,
2558:67 [2711],,,,,m,,,
2559:11 [2712],,,,,,,,
2559:24 [2713],,,,,,,,
2559:67 [2714],,,m,,,,,
2560:9 [2715],,m,,,m,m,,
2560:20 [2716],m,,,,,,m,
2560:25 [2717],m,m,m,,,m,m,
2560:31 [2718],,m,m,m,,m,,
2560:32 [2719],,,m,,m,m,,
2560:60 [2720],,m,m,m,m,m,,
2560:61 [2721],m,,m,m,,m,m,
2560:63 [2722],m,m,,,m,,,
2560:80 [2723],,,m,m,,,m,
2562:21 [2724],,m,m,,m,,,
2562:33 [2725],,m,m,,m,m,,
2562:37 [2726],,,m,,,Sd,,
2562:46 [2727],,m,,m,,,,
2562:47 [2728],,m,,m,,,,
2562:60 [2729],,,,,,,,
2562:64 [2730],m,Sd,m,m,m,m,,
2563:32 [2731],m,m,,m,m,,m,
2563:53 [2732],m,,,m,,m,,
2563:72 [2733],,,m,,,,,
2563:79 [2734],,m,,m,Sd,,,
2565:62 [2735],m,m,m,m,m,,,
2565:72 [2736],,,,,,,,
2568:51 [2737],,,,,,,,
2577:8 [2738],,,Sd,,Sd,,,
2577:23 [2739],m,m,,,,,,
2577:24 [2740],,,,,,,,
2577:31 [2741],,,,,Sd,,,
2577:34 [2742],m,m,m,m,,m,,
2577:37 [2743],m,m,,m,m,,m,
2577:38 [2744],,,m,m,,,,
2577:39 [2745],,,m,m,,,,
2577:52 [2746],,,Sd,,Sd,,,
2578:5 [2747],m,m,m,,m,m,m,
2578:48 [2748],,,m,m,m,m,m,
2579:52 [2749],,,,,m,m,Sd,
2579:78 [2750],,,m,m,m,,Sd,
2579:79 [2751],,,,,m,m,Sd,
2592:17 [2752],,,,,,,Sd,
2592:27 [2753],Sd,,,,,,m,
2595:57 [2754],,,,,,,,
2595:62 [2755],,,,,,,,
2595:64 [2756],,,,,,,,
2595:68 [2757],,,,,,,,
2595:71 [2758],,,,,,,,
2599:1 [2759],,,,,,,Sd,
2599:6 [2760],,,,,Sd,,,
2599:75 [2761],,,,,,,m,
2603:13 [2762],m,,m,m,m,,m,
2603:53 [2763],m,,m,m,m,,m,
2603:67 [2764],m,m,m,m,m,,,
2608:4 [2765],,,Sd,,Sd,,,
2608:20 [2766],,Sd,,Sd,Sd,,,
2608:36 [2767],m,m,Sd,,m,m,,
2612:66 [2768],m,,m,m,,Sd,m,
2612:73 [2769],m,m,m,m,m,m,,
2613:14 [2770],,Sd,,,Sd,,,
2613:20 [2771],m,,,,,Sd,,
2613:78 [2772],m,,,,,Sd,,
2623:69 [2773],,,,,Sd,,,
2627:7 [2774],,,,,,,,
2632:6 [2775],,Sd,m,m,,,,
2632:17 [2776],,m,Sd,,,,m,
2632:34 [2777],,m,Sd,,,,m,
2632:36 [2778],,,,m,,,,
2632:49 [2779],,m,Sd,,,,m,
2632:63 [2780],Sd,Sd,,,,,,
2632:64 [2781],Sd,Sd,,,,,,
2632:65 [2782],,,,,,,,
2632:66 [2783],Sd,Sd,,,,,,
2632:72 [2784],,Sd,m,m,,,,
2638:17 [2785],,,Sd,Sd,Sd,,,
2638:31 [2786],,,,Sd,,,,
2638:39 [2787],,,,Sd,,,,
2638:41 [2788],m,m,,m,m,m,,
2638:42 [2789],m,,m,,m,,,
2638:53 [2790],,,,Sd,Sd,,,
2640:22 [2791],,Se,,,,,,EXCESS
2640:78 [2792],,,,,,,,
2641:24 [2793],,,,,,,Sd,
2641:42 [2794],,Sd,m,,,,,
2641:46 [2795],,Sd,m,,,,,
2641:50 [2796],,Sd,,,,m,Sd,
2641:51 [2797],,Sd,,,,m,Sd,
2641:59 [2798],,Sd,,Sd,,,,
2648:33 [2799],Sd,,,,,,,
2648:63 [2800],Sd,,,,,Sd,,
2654:52 [2801],,Sd,,,,,,
2654:55 [2802],,,,,,,,
2655:73 [2803],,,,,,,,
2658:11 [2804],m,m,,m,m,m,,
2658:54 [2805],m,,m,m,,m,m,
2662:79 [2806],m,m,,m,m,m,m,
2662:80 [2807],m,m,,m,m,m,m,
2663:41 [2808],m,m,m,,,m,m,
2663:67 [2809],m,,m,,m,,m,
2666:51 [2810],m,m,,m,m,,,
2668:6 [2811],m,,,,Sd,,,
2668:7 [2812],,,,,,,,
2668:23 [2813],,Sd,,,,,,
2668:26 [2814],m,,,,Sd,,,
2668:28 [2815],,m,m,,Sd,,,
2668:42 [2816],m,,,,m,m,,
2668:75 [2817],,,Sd,,,,,
2668:77 [2818],,Sd,,,,,,
2668:78 [2819],m,,,,Sd,,,
2669:62 [2820],,,,,,,,
2670:14 [2821],,,,,,,Sd,
2670:32 [2822],m,,,,m,,m,
2670:43 [2823],,m,m,,,Sd,,
2670:49 [2824],,,,,,,,
2670:79 [2825],,,,,,,,
2675:48 [2826],,,,,,,m,
2677:3 [2827],m,m,m,,,,m,
2677:21 [2828],,,,,,,,
2677:23 [2829],,,,m,,,,
2677:30 [2830],,,,,,,,
2677:31 [2831],m,,,,m,,,
2677:56 [2832],m,m,,m,m,,m,
2677:65 [2833],m,m,m,,,,m,
2677:74 [2834],m,m,m,,,,m,
2680:4 [2835],,m,m,m,m,,Sd,
2680:5 [2836],Sd,m,m,Sd,m,Sd,Sd,
2680:46 [2837],,m,m,m,m,,Sd,
2680:64 [2838],m,,,m,m,m,m,
2680:77 [2839],Sd,m,m,Sd,m,Sd,Sd,
2683:4 [2840],,,,,,,Sd,
2683:11 [2841],,,Sd,,,,Sd,
2683:22 [2842],,,Sd,m,Sd,m,m,
2683:29 [2843],Sd,Sd,m,Sd,Sd,Sd,m,SIGN
2683:31 [2844],,m,m,,m,m,m,
2683:42 [2845],,,Sd,m,Sd,m,m,
2683:74 [2846],,m,m,,Sd,m,m,
2683:80 [2847],Sd,Sd,m,Sd,Sd,Sd,m,SIGN
2685:5 [2848],m,m,m,m,,,m,
2685:10 [2849],,,,,,,,
2685:67 [2850],,,,,,,,
2686:30 [2851],,,,,,,,
2691:32 [2852],Sd,Sd,Sd,m,m,Sd,Sd,SIGN
2691:54 [2853],,m,Sd,m,m,m,Sd,
2691:55 [2854],Sd,Sd,Sd,Sd,,,,
2693:55 [2855],m,,m,m,Sd,m,m,
2694:4 [2856],,m,Sd,Sd,,Sd,Sd,
2694:12 [2857],m,m,,m,,,m,
2694:14 [2858],m,m,m,m,m,m,,
2694:15 [2859],m,,,m,,,m,
2694:20 [2860],,m,Sd,Sd,,Sd,Sd,
2694:32 [2861],m,m,,m,,,m,
2694:33 [2862],,m,m,m,m,m,,
2694:41 [2863],Sd,,Sd,m,Sd,,,
2694:56 [2864],,m,Sd,Sd,,Sd,Sd,
2694:63 [2865],,Sd,,,Sd,Sd,Sd,
2694:64 [2866],,,,Sd,,,,
2694:65 [2867],,,,,,Sd,,
2694:77 [2868],m,m,m,m,m,m,,
2699:11 [2869],,,,,,,Sd,
2699:47 [2870],,,,m,m,,Sd,
2699:49 [2871],Sd,,m,,m,,,
2699:65 [2872],,m,,,m,,m,
2708:12 [2873],,,,,,,,
2708:37 [2874],m,,,m,m,m,,
2708:43 [2875],,,,,,,,
2708:75 [2876],,,,m,m,,,
2712:27 [2877],Sd,,,Sd,Sd,,,
2712:55 [2878],Sd,,,Sd,Sd,,,
2712:60 [2879],Sd,,,Sd,Sd,,,
2720:17 [2880],,m,,m,,,,
2720:28 [2881],m,,m,m,m,,m,
2720:36 [2882],m,,m,m,m,,m,
2720:61 [2883],,m,,m,,,Sd,
2720:69 [2884],m,,m,m,Sd,,m,
2720:75 [2885],m,,,m,m,,m,
2729:1 [2886],,,,,,,,
2729:14 [2887],,,,,Sd,m,,
2729:29 [2888],,m,,,Sd,,,
2729:40 [2889],m,,,,,,,
2729:42 [2890],m,,,,,,,
2729:47 [2891],,,,,Sd,m,,
2729:57 [2892],,,,,,,,
2729:66 [2893],,m,,,,,,
2733:13 [2894],Sd,m,Sd,Sd,Sd,Sd,Sd,SIGN
2733:14 [2895],,,,m,,m,m,
2733:23 [2896],m,m,,m,m,m,,
2733:43 [2897],m,,m,,,m,m,
2735:12 [2898],m,,m,m,m,,m,
2735:17 [2899],Sd,,,,,,,
2735:20 [2900],m,m,m,m,m,m,m,FIXED
2735:27 [2901],,,,,Sd,,,
2735:47 [2902],m,m,m,m,m,m,m,FIXED
2735:49 [2903],Sd,,,,,,,
2735:59 [2904],m,,m,m,m,,m,
2735:61 [2905],m,,Sd,m,,m,Sd,
2735:69 [2906],Sd,,,,,,,
2735:74 [2907],Sd,,,,,,,
2736:45 [2908],m,,m,m,m,,m,
2736:48 [2909],m,m,,m,m,,,
2736:55 [2910],,,,,,,,
2736:65 [2911],m,m,,,,,m,
2736:69 [2912],,m,,Sd,,,,
2743:38 [2913],m,m,m,m,m,m,,
2743:45 [2914],m,m,,m,m,,,
2743:67 [2915],m,m,m,,,,,
2744:61 [2916],,m,m,m,m,,m,
2744:65 [2917],,,m,m,m,m,m,
2749:4 [2918],m,m,,m,m,,,
2749:15 [2919],,m,m,m,m,m,m,
2749:21 [2920],,,,,,,,
2749:22 [2921],m,m,,m,m,,m,
2749:65 [2922],m,,,,m,m,,
2751:20 [2923],Sd,,,,,,,
2751:69 [2924],m,,m,m,m,m,Sd,
2754:53 [2925],m,,,m,,m,m,
2755:66 [2926],,m,,,,,,
2755:68 [2927],m,m,m,m,m,,m,
2755:75 [2928],m,m,m,,,,m,
2757:65 [2929],,,,m,,m,,
2763:42 [2930],,,m,m,m,,m,
2763:77 [2931],m,Sd,m,m,m,Sd,m,
2768:6 [2932],m,m,m,,,m,Sd,
2768:21 [2933],,,,,,,,
2768:27 [2934],,,,Sd,,,,
2768:38 [2935],m,m,m,,,m,Sd,
2768:44 [2936],,,,m,m,m,m,
2768:55 [2937],,m,,,,,,
2768:69 [2938],Sd,m,m,m,m,m,,
2768:78 [2939],,,,m,m,m,m,
2769:74 [2940],,,,,m,Sd,m,
2775:9 [2941],,,,,,,,
2777:51 [2942],Sd,Sd,,Sd,Sd,Sd,Sd,SIGN
2778:4 [2943],,,,,,,m,
2778:38 [2944],m,m,m,m,,,m,
2778:59 [2945],,,,Sd,,,,
2779:11 [2946],,m,m,m,m,m,,
2779:17 [2947],m,,m,,m,,,
2779:75 [2948],m,m,,m,m,,m,
2783:2 [2949],,,,,,,Sd,
2783:40 [2950],,Sd,m,m,m,,m,
2783:76 [2951],m,,m,m,m,,m,
2785:6 [2952],,,,,,,,
2789:63 [2953],,,m,,,,,
2789:78 [2954],,,m,,,,,
2795:32 [2955],,,,,,,,
2798:23 [2956],,,,,m,,m,
2798:27 [2957],m,m,,,m,m,m,
2798:43 [2958],,,,Sd,Sd,Sd,,
2798:49 [2959],m,m,,,m,m,m,
2798:65 [2960],Sd,Sd,,,,Sd,,
2798:78 [2961],m,m,m,m,Sd,m,m,
2798:79 [2962],m,m,m,m,Sd,m,m,
2800:21 [2963],,,,,,,,
2800:37 [2964],,,,,,,,
2800:52 [2965],,,,,,,,
2800:71 [2966],,,,,,,,
2804:12 [2967],,,,m,,,Sd,
2804:16 [2968],,,,,,,,
2804:36 [2969],,,,m,,,Sd,
2804:50 [2970],,,,m,,,Sd,
2805:8 [2971],,,,,m,m,,
2805:14 [2972],Sd,,,,,,,
2805:16 [2973],Sd,,,m,m,,m,
2805:32 [2974],,,,,,,Sd,
2805:50 [2975],m,m,m,,m,m,,
2807:53 [2976],,m,m,m,,m,m,
2807:61 [2977],m,m,m,,m,m,Sd,
2807:68 [2978],m,m,m,m,Sd,,m,
2807:71 [2979],,,,,,,,
2809:23 [2980],,m,,m,m,,m,
2813:67 [2981],Sd,,,,,,,
2815:13 [2982],m,,m,,m,Sd,m,
2815:79 [2983],Sd,m,m,,m,m,m,
2818:18 [2984],m,m,,m,,,,
2818:62 [2985],,m,m,m,m,m,,
2819:22 [2986],m,m,m,,m,,m,
2819:34 [2987],Sd,Sd,,,,,,
2819:44 [2988],,m,,m,m,Sd,Sd,
2821:26 [2989],,,,,,,,
2821:29 [2990],,Sd,m,,,,Sd,
2821:30 [2991],,Sd,m,,,,Sd,
2821:36 [2992],,,,,,,,
2821:47 [2993],,,,,Sd,,,
2821:60 [2994],m,,m,m,Sd,,,
2821:66 [2995],Sd,,,,Sd,,,
2821:67 [2996],m,m,,,Sd,,,
2824:21 [2997],,m,m,,,m,,
2824:22 [2998],,m,m,m,m,,,
2824:24 [2999],,m,,,m,m,m,
2824:57 [3000],,,m,,,,,
2825:3 [3001],,,,Sd,,Sd,,
2825:22 [3002],m,m,m,,,m,m,
2825:34 [3003],,,Sd,,,Sd,,
2825:44 [3004],Sd,m,Sd,m,m,Sd,m,
2825:48 [3005],,m,m,m,m,m,m,
2825:54 [3006],Sd,,,Sd,Sd,Sd,,
2825:60 [3007],Sd,m,m,m,m,m,m,
2831:3 [3008],,Sd,,,m,,,
2831:14 [3009],m,m,,,,m,,
2831:21 [3010],m,,,,,,,
2831:41 [3011],m,,,,,,m,
2831:49 [3012],m,m,,,,m,,
2832:4 [3013],,,m,m,m,Sd,m,
2832:6 [3014],,,,,Sd,Sd,Sd,
2832:12 [3015],,,,,Sd,Sd,Sd,
2834:45 [3016],m,m,m,,m,,,
2834:56 [3017],,m,m,m,m,m,m,
2834:69 [3018],,,,,,,,
2834:74 [3019],Sd,Sd,,,,,Sd,
2838:16 [3020],,,Sd,,,,Sd,
2838:18 [3021],Sd,,m,,,,,
2838:70 [3022],,,Sd,,m,,,
2838:79 [3023],,,Sd,,,Sd,Sd,
2843:42 [3024],,,,m,m,,,
2843:49 [3025],m,,,m,,,,
2843:52 [3026],,,,m,m,,,
2843:76 [3027],,,,m,m,,,
2844:21 [3028],Sd,m,,m,,m,m,
2844:63 [3029],Sd,,,,,m,Sd,
2845:65 [3030],m,,,,,,,
2848:2 [3031],,,,,,,,
2848:49 [3032],m,,m,m,m,,,
2848:53 [3033],,m,m,,m,m,m,
2848:78 [3034],m,,m,m,m,m,,
2850:62 [3035],m,m,,m,m,m,m,
2851:18 [3036],,,,,,,,
2851:19 [3037],,m,,,,,,
2851:20 [3038],Sd,m,,,m,,m,
2851:21 [3039],,m,,,,,,
2851:23 [3040],Sd,m,,,m,,m,
2851:28 [3041],,m,,,,,m,
2851:71 [3042],,m,,,,,,
2853:18 [3043],,,m,,,,,
2853:41 [3044],,,,,,,,
2853:69 [3045],,,,,,,,
2857:4 [3046],m,,,m,m,m,,
2857:24 [3047],m,m,,m,m,,m,
2857:25 [3048],,Sd,,,,Sd,,
2857:55 [3049],m,,,,m,,m,
2857:75 [3050],,,,m,m,,,
2857:80 [3051],,,,,Sd,,,
2858:6 [3052],,,,,,,,
2858:65 [3053],m,m,,m,,,m,
2864:72 [3054],m,m,m,,m,m,Sd,
2866:39 [3055],,,,,,,,
2868:1 [3056],m,m,m,,m,,m,
2868:58 [3057],,,,Se,,Se,,EXCESS
2872:10 [3058],m,,,m,,,,
2872:14 [3059],m,m,,m,m,m,Sd,
2872:16 [3060],m,,,,,,,
2872:42 [3061],,,,m,,,m,
2872:53 [3062],m,m,,m,m,m,Sd,
2876:50 [3063],,m,m,m,,m,,
2876:73 [3064],,,,,,,,
2878:15 [3065],m,m,m,m,m,,,
2879:56 [3066],,,,,,,,
2880:12 [3067],Sd,,,Sd,,,Sd,
2881:7 [3068],Sd,,,,,,,
2881:25 [3069],m,m,,,m,,Sd,
2881:53 [3070],,,Sd,,,,Sd,
2881:63 [3071],,,,,Sd,m,,
2888:23 [3072],m,,m,m,m,m,Sd,
2888:30 [3073],,,,Sd,,,,
2888:34 [3074],m,,m,m,m,m,Sd,
2890:53 [3075],m,m,,m,m,,m,
2892:12 [3076],,m,m,,m,,,
2892:20 [3077],m,m,,m,m,,m,
2892:21 [3078],,,Sd,,,,,
2892:36 [3079],,,,,,,,
2892:47 [3080],Sd,m,m,,m,,,
2893:12 [3081],,,m,,,,,
2893:16 [3082],m,m,m,m,,,m,
2893:24 [3083],,,m,,,,,
2893:39 [3084],,,m,,,,,
2894:4 [3085],m,,m,m,m,m,,
2894:39 [3086],m,,m,m,m,m,,
2896:47 [3087],,m,m,,,,m,
2896:75 [3088],m,m,m,m,,m,m,
2901:12 [3089],,,,,,,,
2901:13 [3090],,m,,,m,m,,
2901:24 [3091],,m,m,,,,m,
2901:29 [3092],m,,m,,,,m,
2901:74 [3093],,,Sd,,,,Sd,
2904:79 [3094],,,m,m,,,,
2907:6 [3095],,,,,,,,
2907:17 [3096],Sd,m,m,,,m,m,
2907:24 [3097],,,,,Sd,,,
2907:25 [3098],,,,,Sd,,Sd,
2907:39 [3099],Sd,,,,,,Sd,
2907:42 [3100],Sd,,,,,,Sd,
2907:53 [3101],,,m,,m,,,
2907:54 [3102],Sd,,,,,,,
2907:57 [3103],,,,,Sd,,,
2907:63 [3104],Sd,,,,,,Sd,
2907:64 [3105],m,,,m,Sd,,m,
2907:71 [3106],,Sd,m,m,m,,m,
2914:78 [3107],,,,,,,,
2916:29 [3108],m,m,m,Sd,m,m,,
2916:30 [3109],,,,,,,,
2916:45 [3110],,,,,,,,
2916:70 [3111],,,,,,,,
2920:8 [3112],,,,,,,,
2920:65 [3113],,Sd,,,m,,Sd,
2920:74 [3114],,,m,,,m,m,
2923:58 [3115],,m,m,,,Sd,,
2923:80 [3116],m,,,m,m,m,m,
2927:41 [3117],m,m,,,,m,,
2928:17 [3118],,m,,m,,,,
2930:20 [3119],Sd,,m,,m,m,,
2930:21 [3120],Sd,Sd,Sd,,Sd,,,
2930:30 [3121],,m,,,,,,
2930:56 [3122],Sd,Sd,Sd,,Sd,,,
2930:57 [3123],Sd,Sd,Sd,,Sd,,,
2931:23 [3124],,,m,m,m,m,m,
2931:25 [3125],m,,,m,m,m,m,
2931:33 [3126],m,,m,m,,Sd,Sd,
2931:35 [3127],m,,m,m,,Sd,Sd,
2931:56 [3128],,,Sd,m,Sd,,,
2931:63 [3129],,,,m,,,,
2931:69 [3130],,,Sd,m,Sd,,,
2932:20 [3131],,,,,,,,
2932:39 [3132],,m,,,,,,
2932:56 [3133],Sd,,,,,,,
2932:76 [3134],,,,,,,,
2933:24 [3135],m,m,m,,m,,m,
2933:56 [3136],,m,,m,m,,,
2933:58 [3137],m,m,m,m,,m,,
2937:21 [3138],,,,,,,,
2937:42 [3139],,m,m,m,Sd,m,m,
2937:53 [3140],,,m,m,,m,,
2937:55 [3141],,,,,,,,
2937:70 [3142],,,,,,,,
2942:10 [3143],,m,,m,Sd,,Sd,
2942:11 [3144],,m,,m,Sd,,Sd,
2942:30 [3145],,,,,,,,
2942:34 [3146],,,m,m,,,,
2942:40 [3147],,m,,m,Sd,,Sd,
2942:47 [3148],,,,,,,,
2942:62 [3149],m,m,,m,m,,m,
2943:79 [3150],,,,,,,,
2944:4 [3151],,,m,m,,,,
2944:34 [3152],Sd,m,m,m,m,,,
2944:76 [3153],,m,,m,m,m,,
2947:80 [3154],,m,,,,,,
2950:3 [3155],,Sd,,,Sd,,,
2950:51 [3156],,Sd,,,,,m,
2950:62 [3157],,,m,m,m,,m,
2950:79 [3158],,,m,,m,,,
2951:10 [3159],,,,,,,,
2951:16 [3160],,,m,m,m,,m,
2951:22 [3161],,,,m,,,,
2951:25 [3162],m,,,Sd,Sd,,,
2951:26 [3163],Sd,m,m,Sd,,,,
2951:30 [3164],,,,,,,,
2951:35 [3165],m,m,m,,m,m,,
2951:41 [3166],,,m,,,,,
2951:63 [3167],,,m,,,,,
2953:5 [3168],,,,,,,,
2953:17 [3169],,,,,,,,
2953:21 [3170],,m,,m,m,m,m,
2953:36 [3171],,m,m,m,m,m,,
2955:20 [3172],,,,,,,,
2955:25 [3173],m,m,,,m,m,m,
2955:31 [3174],,,m,,,,,
2955:38 [3175],m,m,,,m,m,m,
2955:56 [3176],,,,,,,,
2955:60 [3177],,,m,,,m,,
2959:23 [3178],,,,,,,,
2959:24 [3179],Sd,,,m,,Sd,,
2959:41 [3180],,,,,,,,
2959:51 [3181],Sd,,,m,,Sd,m,
2959:77 [3182],,m,m,m,m,,m,
2963:40 [3183],,,m,m,m,m,m,
2971:22 [3184],m,Sd,m,,m,m,m,
2971:53 [3185],m,,,m,m,m,,
2971:58 [3186],,,,,Sd,,,
2971:67 [3187],,,,,,,,
2973:57 [3188],,,,,,,,
2979:31 [3189],m,m,m,m,m,,,
2979:46 [3190],m,m,,m,,,,
2979:49 [3191],,,,,,,,
2979:75 [3192],m,m,,m,,m,m,
2981:10 [3193],,,,m,m,,,
2981:55 [3194],,,,,m,,,
2981:64 [3195],,,,,,m,,
2981:66 [3196],,,,,,m,,
2981:73 [3197],m,m,,,m,m,m,
2982:10 [3198],Sd,m,m,,m,,Sd,
2982:23 [3199],m,,,m,m,,m,
2982:26 [3200],,m,,m,m,,m,
2982:33 [3201],m,,,m,m,,m,
2982:39 [3202],,,,Sd,,,,
2982:71 [3203],,,,,m,,m,
2984:25 [3204],m,,m,m,m,m,,
2984:47 [3205],,,,m,Sd,,,
2984:56 [3206],Sd,,Sd,m,Sd,,,
2984:66 [3207],m,,m,m,Sd,m,m,
2984:70 [3208],m,,m,m,m,m,,
